City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,Ivybridge,50.3904,-3.9191,59.68,88,0,8.34,GB,2022-07-21 02:34:22
288,Fukue,32.6881,128.8419,84.56,89,75,11.5,JP,2022-07-21 02:34:23
289,Lethem,3.3803,-59.7968,74.64,88,70,2.93,GY,2022-07-21 02:34:23
290,Lorengau,-2.0226,147.2712,84.58,66,85,4.99,PG,2022-07-21 02:34:16
291,La Ciotat,43.1748,5.6045,79.81,64,0,5.53,FR,2022-07-21 02:34:24
292,Bandarbeyla,9.4942,50.8122,75.4,74,7,24.2,SO,2022-07-21 02:34:24
293,Barahan,13.0121,120.762,85.51,70,71,5.35,PH,2022-07-21 02:34:25
294,Tura,25.5198,90.2201,77.83,92,99,4.43,IN,2022-07-21 02:34:25
295,Kilindoni,-7.9139,39.6668,75.4,71,12,13.71,TZ,2022-07-21 02:34:25
296,Waipawa,-41.4122,175.5153,44.8,94,100,29.1,NZ,2022-07-21 02:34:26
297,Atar,20.5169,-13.0499,81.18,60,34,10.25,MR,2022-07-21 02:34:26
298,Narsaq,60.9167,-46.05,48.42,96,55,4.68,GL,2022-07-21 02:34:27
299,Fort Nelson,58.8053,-122.7002,72.99,35,75,8.05,CA,2022-07-21 02:33:09
300,Manokwari,-0.8667,134.0833,83.12,70,69,3.49,ID,2022-07-21 02:34:27
301,Thompson,55.7435,-97.8558,64.56,77,75,5.75,CA,2022-07-21 02:34:28
302,Novikovo,51.1537,37.8879,54.14,93,82,12.55,RU,2022-07-21 02:34:28
303,Saint George,37.1041,-113.5841,104.59,15,0,14.97,US,2022-07-21 02:32:06
304,Wells,51.2079,-2.649,63.52,74,91,5.95,GB,2022-07-21 02:34:29
305,Meulaboh,4.1363,96.1285,82.8,65,100,0.09,ID,2022-07-21 02:34:29
306,Attendorn,51.1265,7.9033,64.42,92,91,3.76,DE,2022-07-21 02:34:30
307,San Jeronimo,-11.9472,-75.2829,46.08,79,71,2.44,PE,2022-07-21 02:34:30
308,Vila Franca Do Campo,37.7167,-25.4333,70.21,91,41,0.85,PT,2022-07-21 02:34:31
309,Hay River,60.8156,-115.7999,62.58,82,46,6.91,CA,2022-07-21 02:31:25
310,Cap Malheureux,-19.9842,57.6142,68.47,71,92,7.0,MU,2022-07-21 02:31:07
311,Porto Nacional,-10.7081,-48.4172,73.4,42,2,1.32,BR,2022-07-21 02:34:32
312,Roela,59.1667,26.5926,57.67,83,86,5.35,EE,2022-07-21 02:34:32
313,Tsiroanomandidy,-18.7667,46.0333,52.93,81,0,4.07,MG,2022-07-21 02:34:33
314,Mandera,3.9366,41.867,73.0,51,100,16.73,KE,2022-07-21 02:34:33
315,Pisco,-13.7,-76.2167,60.85,82,100,6.91,PE,2022-07-21 02:34:33
316,Murwillumbah,-28.3167,153.4,61.12,82,75,19.57,AU,2022-07-21 02:34:34
317,San Roque,36.2107,-5.3842,74.23,88,100,11.5,ES,2022-07-21 02:34:34
318,Lavrentiya,65.5833,-171.0,40.69,74,100,20.38,RU,2022-07-21 02:34:35
319,Sinop,41.7711,34.8709,56.82,59,0,5.57,TR,2022-07-21 02:34:35
320,Quatre Cocos,-20.2078,57.7625,68.11,70,91,20.92,MU,2022-07-21 02:34:36
321,Nanakuli,21.3906,-158.1547,87.75,45,40,11.5,US,2022-07-21 02:34:36
322,Nanortalik,60.1432,-45.2371,49.06,87,15,13.29,GL,2022-07-21 02:34:37
323,Zhigansk,66.7697,123.3711,54.09,67,100,9.4,RU,2022-07-21 02:34:37
324,Macaubas,-13.0194,-42.6986,63.82,83,42,4.45,BR,2022-07-21 02:34:37
325,Tatahuicapan,18.2333,-94.75,75.88,72,98,4.94,MX,2022-07-21 02:34:38
326,Karachi,24.9056,67.0822,84.02,79,75,18.41,PK,2022-07-21 02:33:58
327,Baherden,38.4362,57.4316,88.83,32,0,7.43,TM,2022-07-21 02:35:38
328,Yerbogachen,61.2767,108.0108,69.78,55,33,7.14,RU,2022-07-21 02:35:39
329,Mount Isa,-20.7333,139.5,67.77,22,0,12.66,AU,2022-07-21 02:35:39
330,Chauk,20.8833,94.8167,88.02,62,99,5.46,MM,2022-07-21 02:35:40
331,Dzaoudzi,-12.7887,45.2699,67.89,94,0,3.44,YT,2022-07-21 02:35:40
332,Paita,-5.0892,-81.1144,62.74,84,25,12.48,PE,2022-07-21 02:35:40
333,Rimavska Sobota,48.3828,20.0224,65.12,62,1,2.95,SK,2022-07-21 02:35:41
334,Bocas Del Toro,9.3333,-82.25,78.37,83,100,5.68,PA,2022-07-21 02:32:20
335,Hithadhoo,-0.6,73.0833,79.88,76,99,5.66,MV,2022-07-21 02:35:33
336,Bedford,52.1346,-0.4663,65.79,83,91,8.5,GB,2022-07-21 02:35:42
337,Nizhneudinsk,54.9076,99.0276,71.35,50,7,6.87,RU,2022-07-21 02:35:42
338,Henties Bay,-22.116,14.2845,54.93,84,0,4.09,NA,2022-07-21 02:35:43
339,Makakilo City,21.3469,-158.0858,86.32,55,40,17.27,US,2022-07-21 02:35:43
340,Bakchar,57.0186,82.0711,66.54,70,100,5.84,RU,2022-07-21 02:35:17
341,Anadyr,64.75,177.4833,54.1,54,75,15.66,RU,2022-07-21 02:35:44
342,Batemans Bay,-35.7167,150.1833,54.1,69,100,3.65,AU,2022-07-21 02:35:44
343,Flinders,-34.5833,150.8552,60.19,87,87,5.99,AU,2022-07-21 02:35:45
344,Tateyama,34.9833,139.8667,80.92,80,85,8.86,JP,2022-07-21 02:35:45
345,Magan,39.9683,-3.931,79.32,55,1,8.77,ES,2022-07-21 02:35:45
346,Tazovskiy,67.4667,78.7,45.28,86,100,8.75,RU,2022-07-21 02:32:15
347,Mehamn,71.0357,27.8492,58.95,82,20,9.22,NO,2022-07-21 02:35:46
348,Merauke,-8.4667,140.3333,79.05,82,100,12.5,ID,2022-07-21 02:35:46
349,San Patricio,28.017,-97.5169,86.9,78,1,17.78,US,2022-07-21 02:35:47
350,Katsuura,35.1333,140.3,81.0,77,100,9.57,JP,2022-07-21 02:35:47
351,Mahebourg,-20.4081,57.7,68.29,77,75,21.85,MU,2022-07-21 02:35:48
352,Corinto,37.9407,22.9573,78.89,47,0,4.03,GR,2022-07-21 02:35:48
353,Bongandanga,1.5,21.05,69.53,98,96,2.53,CD,2022-07-21 02:35:48
354,Kieta,-6.2167,155.6333,84.79,65,64,5.06,PG,2022-07-21 02:35:49
355,Isla Vista,34.4133,-119.861,84.34,54,91,4.94,US,2022-07-21 02:35:49
356,Ulaangom,49.9811,92.0667,69.69,33,7,5.82,MN,2022-07-21 02:35:50
357,Sadao,6.6388,100.4234,82.22,63,99,4.54,TH,2022-07-21 02:35:50
358,Bayji,34.9311,43.487,88.5,19,0,9.86,IQ,2022-07-21 02:35:50
359,Mosquera,4.7059,-74.2302,53.69,87,40,2.3,CO,2022-07-21 02:32:25
360,Champerico,14.3,-91.9167,81.91,78,100,5.88,GT,2022-07-21 02:35:51
361,Westport,41.1415,-73.3579,82.22,69,0,6.91,US,2022-07-21 02:35:03
362,Sao Lourenco Do Sul,-31.3653,-51.9783,57.42,95,11,7.67,BR,2022-07-21 02:35:52
363,Cherskiy,68.75,161.3,48.31,38,13,18.54,RU,2022-07-21 02:35:52
364,Odweyne,9.4092,45.064,68.13,65,88,19.69,SO,2022-07-21 02:35:53
365,Arlit,18.7369,7.3853,89.28,30,85,6.31,NE,2022-07-21 02:35:53
366,Altamont,42.2068,-121.7372,91.24,9,0,12.66,US,2022-07-21 02:35:53
367,Juegang,32.3174,121.1855,84.9,80,96,8.46,CN,2022-07-21 02:35:54
368,Bielsk Podlaski,52.7651,23.1865,56.01,88,3,2.28,PL,2022-07-21 02:32:58
369,Pochutla,15.7432,-96.4661,82.22,90,96,3.94,MX,2022-07-21 02:35:54
370,Mahon,39.8885,4.2658,77.56,88,0,9.22,ES,2022-07-21 02:35:55
371,Guerrero Negro,27.9769,-114.0611,70.86,73,7,15.41,MX,2022-07-21 02:35:55
372,Muros,42.7762,-9.0603,66.09,81,5,9.66,ES,2022-07-21 02:35:56
373,Pacific Grove,36.6177,-121.9166,69.03,88,75,9.22,US,2022-07-21 02:35:56
374,Les Cayes,18.2,-73.75,79.27,79,2,4.14,HT,2022-07-21 02:35:57
375,Qaqortoq,60.7167,-46.0333,45.25,98,52,5.39,GL,2022-07-21 02:36:57
376,Pointe Michel,15.25,-61.3833,81.01,83,80,14.2,DM,2022-07-21 02:36:58
377,Tomatlan,19.9333,-105.25,81.14,80,71,5.73,MX,2022-07-21 02:36:58
378,Zlitan,32.4674,14.5687,76.15,68,0,4.34,LY,2022-07-21 02:36:59
379,Urdoma,61.7533,48.5442,60.46,86,39,3.29,RU,2022-07-21 02:36:59
380,San Luis,-33.295,-66.3356,50.63,50,0,6.17,AR,2022-07-21 02:36:59
381,Kindu,-2.95,25.95,70.86,80,38,2.71,CD,2022-07-21 02:37:00
382,Muli,2.9167,73.5667,80.51,77,100,15.28,MV,2022-07-21 02:37:01
383,Nuuk,64.1835,-51.7216,63.21,59,75,27.63,GL,2022-07-21 02:37:01
384,Cayenne,4.9333,-52.3333,80.1,1,40,0.0,GF,2022-07-21 02:37:01
385,Pop,40.8736,71.1089,82.89,14,0,5.44,UZ,2022-07-21 02:37:02
386,Namatanai,-3.6667,152.4333,83.55,71,46,6.29,PG,2022-07-21 02:37:02
387,Port-Gentil,-0.7193,8.7815,73.89,84,98,11.32,GA,2022-07-21 02:37:03
388,Nabire,-3.3667,135.4833,85.98,63,89,5.23,ID,2022-07-21 02:35:41
389,Ancud,-41.8697,-73.8203,40.23,64,51,11.43,CL,2022-07-21 02:37:03
390,Zhanaozen,43.3,52.8,80.58,35,6,22.88,KZ,2022-07-21 02:37:04
391,Bereznik,62.8551,42.7072,61.14,86,1,0.85,RU,2022-07-21 02:37:05
392,Tezu,27.9167,96.1667,78.76,98,100,0.65,IN,2022-07-21 02:37:05
393,Prince Rupert,54.3161,-130.3201,57.29,78,40,9.22,CA,2022-07-21 02:37:05
394,Ukiah,39.1502,-123.2078,93.09,14,0,9.22,US,2022-07-21 02:37:06
395,Petropavlovsk-Kamchatskiy,53.0452,158.6483,66.79,64,75,13.42,RU,2022-07-21 02:37:07
396,Saint-Pierre,-21.3393,55.4781,67.68,69,75,25.32,RE,2022-07-21 02:37:07
397,San Cristobal,7.7669,-72.225,75.38,97,58,4.0,VE,2022-07-21 02:37:08
398,Igualada,41.581,1.6172,75.11,85,0,1.01,ES,2022-07-21 02:37:08
399,Shingu,33.7333,135.9833,87.6,54,66,5.68,JP,2022-07-21 02:37:08
400,Ambilobe,-13.2,49.05,66.94,69,2,7.18,MG,2022-07-21 02:37:09
401,Pangnirtung,66.1451,-65.7125,45.63,87,100,0.6,CA,2022-07-21 02:37:10
402,Ushibuka,32.1906,130.0228,81.43,91,100,12.15,JP,2022-07-21 02:37:10
403,Baijiantan,45.6333,85.1833,82.04,22,11,5.79,CN,2022-07-21 02:37:10
404,Fort-Shevchenko,44.5086,50.263,78.35,62,62,18.68,KZ,2022-07-21 02:37:11
405,Belaya Gora,68.5333,146.4167,59.9,45,17,6.51,RU,2022-07-21 02:35:39
406,Matagami,49.7502,-77.6328,69.91,88,75,6.91,CA,2022-07-21 02:37:11
407,Saint-Joseph,-21.3667,55.6167,66.58,77,19,15.26,RE,2022-07-21 02:35:32
408,Sitka,57.0531,-135.33,55.29,82,100,9.22,US,2022-07-21 02:37:12
409,Norman Wells,65.282,-126.8329,73.44,46,75,6.91,CA,2022-07-21 02:37:12
410,San Rafael,-34.6177,-68.3301,54.72,21,0,5.35,AR,2022-07-21 02:35:27
411,Yatou,37.15,122.3833,78.44,68,66,8.84,CN,2022-07-21 02:37:13
412,Xuddur,4.1213,43.8894,67.15,78,19,15.95,SO,2022-07-21 02:37:13
413,Santa Isabel,-23.3156,-46.2214,63.7,97,51,2.17,BR,2022-07-21 02:37:14
414,Areosa,41.7178,-8.8571,64.47,80,0,5.26,PT,2022-07-21 02:37:14
415,Chipinge,-20.1883,32.6236,52.86,87,38,3.15,ZW,2022-07-21 02:37:15
416,Lagoa,39.05,-27.9833,70.79,83,8,5.44,PT,2022-07-21 02:37:15
417,Spas-Demensk,54.4122,34.0226,55.72,89,97,10.8,RU,2022-07-21 02:37:15
418,Grand Forks,47.9417,-97.4337,74.93,64,20,9.22,US,2022-07-21 02:35:29
419,Acara,-1.9608,-48.1967,73.38,97,77,2.66,BR,2022-07-21 02:37:16
420,Deputatskiy,69.3,139.9,49.75,62,92,17.45,RU,2022-07-21 02:37:16
421,Aasiaat,68.7098,-52.8699,40.82,98,100,2.01,GL,2022-07-21 02:38:17
422,Koumac,-20.5667,164.2833,81.75,66,50,4.25,NC,2022-07-21 02:38:17
423,Mareeba,-17.0,145.4333,78.44,65,36,3.4,AU,2022-07-21 02:38:18
424,Sur,22.5667,59.5289,84.52,74,93,10.29,OM,2022-07-21 02:35:51
425,Vao,-22.6667,167.4833,74.08,88,100,11.48,NC,2022-07-21 02:38:18
426,Mets Masrik,40.2183,45.7681,57.43,72,0,7.9,AM,2022-07-21 02:38:19
427,Vardo,70.3705,31.1107,55.38,94,20,12.66,NO,2022-07-21 02:38:19
428,Elesbao Veloso,-6.2019,-42.1403,69.6,62,14,4.27,BR,2022-07-21 02:38:20
429,Coachella,33.6803,-116.1739,109.35,17,0,8.99,US,2022-07-21 02:36:47
430,Beloha,-25.1667,45.05,59.94,61,0,6.26,MG,2022-07-21 02:38:20
431,Kontagora,10.3999,5.4695,72.18,91,100,2.75,NG,2022-07-21 02:38:21
432,Chingirlau,51.095,54.0814,70.2,44,12,4.76,KZ,2022-07-21 02:38:21
433,Livingston,55.9029,-3.5226,58.21,83,40,6.91,GB,2022-07-21 02:36:25
434,Aras,42.5617,-2.356,61.21,72,0,5.75,ES,2022-07-21 02:38:22
435,Gemena,3.25,19.7667,69.1,99,91,1.12,CD,2022-07-21 02:38:22
436,Zhezkazgan,47.8043,67.7144,80.58,32,40,6.71,KZ,2022-07-21 02:38:23
437,Myre,69.1036,15.9492,57.34,88,80,9.37,NO,2022-07-21 02:38:23
438,Arroyo,41.6096,-4.7969,66.15,73,0,5.75,ES,2022-07-21 02:38:23
439,Dunedin,-45.8742,170.5036,45.81,65,99,15.01,NZ,2022-07-21 02:38:24
440,Goderich,43.7501,-81.7165,72.91,78,7,10.36,CA,2022-07-21 02:38:24
441,Talnakh,69.4865,88.3972,54.05,75,100,7.78,RU,2022-07-21 02:38:25
442,Puerto Montt,-41.4698,-72.9447,34.63,100,75,3.44,CL,2022-07-21 02:38:25
443,Nisia Floresta,-6.0911,-35.2086,75.58,95,93,5.35,BR,2022-07-21 02:38:25
444,Leopoldina,-21.5319,-42.6431,64.85,86,70,3.47,BR,2022-07-21 02:38:26
445,Bandundu,-3.3167,17.3667,73.85,79,31,3.98,CD,2022-07-21 02:38:26
446,Bitung,1.4451,125.1824,88.65,70,46,9.37,ID,2022-07-21 02:38:27
447,Svetlogorsk,52.6333,29.7333,54.18,79,16,10.65,BY,2022-07-21 02:38:27
448,Vanimo,-2.6741,141.3028,86.56,64,64,8.66,PG,2022-07-21 02:38:28
449,Bonito,-21.1211,-56.4819,68.81,38,50,2.06,BR,2022-07-21 02:38:28
450,Varena,54.2167,24.5667,53.33,87,7,4.61,LT,2022-07-21 02:38:28
451,Nola,40.922,14.5329,79.3,58,0,1.83,IT,2022-07-21 02:38:29
452,Ajtos,42.7,27.25,63.82,54,0,6.11,BG,2022-07-21 02:38:29
453,Bodden Town,19.2833,-81.25,84.0,73,20,0.0,KY,2022-07-21 02:38:30
454,Fairbanks,64.8378,-147.7164,69.6,49,75,11.5,US,2022-07-21 02:35:02
455,Adrar,20.5022,-10.0711,87.57,34,71,9.26,MR,2022-07-21 02:38:30
456,Ulagan,50.6321,87.9563,63.73,43,97,1.97,RU,2022-07-21 02:38:31
457,Skibotn,69.3913,20.2679,60.08,76,66,7.4,NO,2022-07-21 02:38:31
458,Lakes Entrance,-37.8811,147.981,54.16,65,13,12.12,AU,2022-07-21 02:38:32
459,Manicore,-5.8092,-61.3003,75.15,88,0,0.0,BR,2022-07-21 02:38:32
460,Raton,36.9034,-104.4391,66.81,78,0,6.91,US,2022-07-21 02:38:32
461,Bud,39.447,-86.1758,84.15,90,0,7.09,US,2022-07-21 02:38:33
462,Jawhar,2.7809,45.5005,70.63,90,57,12.12,SO,2022-07-21 02:38:33
463,Dali,25.7,100.1833,65.12,91,100,2.73,CN,2022-07-21 02:38:34
464,Nazarovo,56.0064,90.3914,64.49,74,100,7.85,RU,2022-07-21 02:38:34
465,Cockburn Town,21.4612,-71.1419,82.18,81,0,21.34,TC,2022-07-21 02:36:52
466,Kamenka,51.3223,42.7678,57.22,97,100,5.61,RU,2022-07-21 02:38:35
467,Kutum,14.2,24.6667,73.2,66,46,6.17,SD,2022-07-21 02:38:35
468,Lubango,-14.9172,13.4925,53.11,42,0,4.79,AO,2022-07-21 02:38:36
469,Baie-Comeau,49.2168,-68.1489,60.48,82,0,4.61,CA,2022-07-21 02:38:36
470,Celestun,20.8667,-90.4,81.81,77,70,16.2,MX,2022-07-21 02:39:37
471,Adeje,28.1227,-16.726,82.87,28,0,16.11,ES,2022-07-21 02:39:37
472,San Joaquin,37.9333,-121.3011,95.25,23,0,13.8,US,2022-07-21 02:39:37
473,Turukhansk,65.8167,87.9833,58.62,72,61,4.09,RU,2022-07-21 02:39:38
474,Kindersley,51.4668,-109.1682,71.62,60,20,5.75,CA,2022-07-21 02:39:38
475,Jumla,29.2747,82.1838,66.16,88,100,1.95,NP,2022-07-21 02:39:39
476,Chernyshevskiy,63.0128,112.4714,64.9,66,100,2.37,RU,2022-07-21 02:39:39
477,Jilotzingo,19.87,-99.0578,74.08,57,14,6.58,MX,2022-07-21 02:37:57
478,Riyadh,24.6877,46.7219,86.14,12,20,5.03,SA,2022-07-21 02:35:40
479,Foumban,5.7291,10.9001,63.14,99,100,0.65,CM,2022-07-21 02:39:40
480,Mutterstadt,49.4414,8.3561,69.03,92,2,5.3,DE,2022-07-21 02:39:40
481,Halver,51.1861,7.4982,61.84,95,97,5.79,DE,2022-07-21 02:39:41
482,Salalah,17.0151,54.0924,75.29,100,100,6.91,OM,2022-07-21 02:39:41
483,Bousso,10.4795,16.7117,70.99,98,100,1.74,TD,2022-07-21 02:39:42
484,Progreso,21.2833,-89.6667,86.11,82,20,14.99,MX,2022-07-21 02:39:42
485,Malia,35.2833,25.4667,75.81,84,4,11.9,GR,2022-07-21 02:39:43
486,Sann,26.0418,68.1378,84.11,70,29,24.47,PK,2022-07-21 02:39:43
487,Nadym,65.5333,72.5167,56.91,55,61,14.61,RU,2022-07-21 02:39:44
488,Mount Darwin,-16.7725,31.5838,53.44,88,6,3.67,ZW,2022-07-21 02:39:44
489,Hornepayne,49.2138,-84.7705,61.52,99,100,9.93,CA,2022-07-21 02:39:44
490,Matay,28.419,30.7792,75.65,58,1,14.07,EG,2022-07-21 02:39:45
491,Bartica,6.4,-58.6167,77.32,98,95,2.08,GY,2022-07-21 02:39:45
492,Nemuro,43.3236,145.575,60.91,85,56,8.68,JP,2022-07-21 02:39:46
493,Marrakesh,31.6315,-8.0083,87.87,33,40,4.61,MA,2022-07-21 02:39:46
494,Praya,14.9215,-23.5087,77.54,88,40,9.22,CV,2022-07-21 02:39:47
495,Acarau,-2.8856,-40.12,74.8,83,33,9.53,BR,2022-07-21 02:39:47
496,Marsh Harbour,26.5412,-77.0636,82.33,76,6,12.37,BS,2022-07-21 02:35:30
497,Tiarei,-17.5333,-149.3333,77.02,73,8,10.6,PF,2022-07-21 02:39:48
498,Grand Gaube,-20.0064,57.6608,68.4,70,93,8.99,MU,2022-07-21 02:39:48
499,Hasaki,35.7333,140.8333,91.29,77,90,8.28,JP,2022-07-21 02:39:48
500,Zaraza,9.3503,-65.3245,72.52,97,98,2.3,VE,2022-07-21 02:39:49
501,Kawalu,-7.3817,108.2082,75.69,82,93,3.22,ID,2022-07-21 02:39:49
502,Silver City,32.7701,-108.2803,73.69,53,100,13.0,US,2022-07-21 02:39:50
503,Walvis Bay,-22.9575,14.5053,52.75,66,0,8.05,NA,2022-07-21 02:35:46
504,Palana,59.1167,159.9667,57.22,63,69,15.61,RU,2022-07-21 02:39:50
505,Honningsvag,70.9821,25.9704,58.75,77,100,14.97,NO,2022-07-21 02:39:51
506,Guarda,40.5373,-7.2658,63.07,45,0,5.03,PT,2022-07-21 02:39:51
507,Kropotkin,45.4375,40.5756,61.07,66,0,7.52,RU,2022-07-21 02:39:52
508,Tilichiki,60.4667,166.1,65.68,37,5,8.48,RU,2022-07-21 02:39:52
509,Son La,21.3167,103.9,76.53,88,100,2.8,VN,2022-07-21 02:39:52
510,Babushkin,51.7122,105.8647,61.72,65,66,2.93,RU,2022-07-21 02:39:53
511,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,71.29,99,99,3.11,BR,2022-07-21 02:39:53
512,Terrace Bay,48.7834,-87.1,58.17,96,99,9.93,CA,2022-07-21 02:39:54
513,Sumbe,-11.2061,13.8437,67.03,91,83,2.57,AO,2022-07-21 02:39:54
514,Tiassale,5.8983,-4.8283,67.24,91,63,2.77,CI,2022-07-21 02:39:55
515,Bintulu,3.1667,113.0333,84.61,83,20,2.3,MY,2022-07-21 02:39:55
516,Camacha,33.0833,-16.3333,67.42,78,75,10.36,PT,2022-07-21 02:40:56
517,Auki,-8.7676,160.7034,86.16,61,100,2.62,SB,2022-07-21 02:40:56
518,Ixtapa,20.7,-105.2,87.03,74,75,4.61,MX,2022-07-21 02:40:56
519,Tual,-5.6667,132.75,79.2,74,83,21.18,ID,2022-07-21 02:40:57
520,Arman,59.7,150.1667,79.02,71,37,5.79,RU,2022-07-21 02:40:57
521,Melilla,35.2937,-2.9383,79.18,73,100,5.75,ES,2022-07-21 02:40:58
522,Puerto Leguizamo,-0.1934,-74.7819,69.24,99,91,2.01,CO,2022-07-21 02:40:58
523,Khorixas,-20.3667,14.9667,58.21,31,0,7.52,NA,2022-07-21 02:40:58
524,Kinablangan,7.6947,126.5503,85.12,68,26,5.39,PH,2022-07-21 02:40:59
525,Smithers,54.7804,-127.1743,73.72,38,40,5.75,CA,2022-07-21 02:38:42
526,Monrovia,6.3005,-10.7969,74.97,79,100,11.45,LR,2022-07-21 02:40:59
527,Bani,18.2833,-70.3333,74.64,81,25,12.15,DO,2022-07-21 02:41:00
528,Ahuimanu,21.4447,-157.8378,87.51,67,20,17.27,US,2022-07-21 02:41:00
529,Saint-Augustin,51.226,-58.6502,56.75,87,98,12.64,CA,2022-07-21 02:41:01
530,Elat,29.5581,34.9482,82.24,61,0,5.75,IL,2022-07-21 02:41:01
531,Pando,-34.7167,-55.95,60.89,94,0,6.91,UY,2022-07-21 02:41:01
532,Komyshnya,50.1859,33.684,51.75,91,0,9.53,UA,2022-07-21 02:41:02
533,Upata,8.0086,-62.3989,74.19,96,100,2.75,VE,2022-07-21 02:41:02
534,Umm Lajj,25.0213,37.2685,84.58,62,12,8.66,SA,2022-07-21 02:41:02
535,Cullman,34.1748,-86.8436,86.65,69,0,4.61,US,2022-07-21 02:38:06
536,Oudtshoorn,-33.5907,22.2014,43.16,95,11,1.97,ZA,2022-07-21 02:41:03
537,Leh,34.1667,77.5833,63.7,14,100,7.63,IN,2022-07-21 02:40:43
538,Ashtian,34.5217,50.0019,74.25,20,0,4.9,IR,2022-07-21 02:41:04
539,Nampula,-15.1165,39.2666,60.75,94,0,4.61,MZ,2022-07-21 02:41:04
540,Caucaia,-3.7361,-38.6531,78.75,73,0,3.44,BR,2022-07-21 02:36:22
541,Cozumel,20.5083,-86.9458,82.47,83,20,5.75,MX,2022-07-21 02:37:52
542,Alta Gracia,-31.6529,-64.4283,54.88,45,100,4.18,AR,2022-07-21 02:38:26
543,Mugur-Aksy,50.35,90.5,54.61,53,46,6.73,RU,2022-07-21 02:41:05
544,Springbok,-29.6643,17.8865,41.86,63,0,5.08,ZA,2022-07-21 02:41:05
545,Sagua La Grande,22.8067,-80.0756,77.99,80,0,9.55,CU,2022-07-21 02:41:05
546,Toora-Khem,52.4675,96.11,68.0,42,3,2.93,RU,2022-07-21 02:41:06
547,La Ronge,55.1001,-105.2842,70.05,46,75,8.05,CA,2022-07-21 02:41:06
548,Birin,26.8865,88.0718,66.4,87,100,2.17,NP,2022-07-21 02:41:07
549,Kangaatsiaq,68.3065,-53.4641,43.18,99,100,6.42,GL,2022-07-21 02:41:07
550,Abu Samrah,35.3029,37.1841,73.81,61,0,17.63,SY,2022-07-21 02:41:07
551,Birjand,32.8663,59.2211,68.47,24,0,6.91,IR,2022-07-21 02:41:08
552,Ballangen,68.3428,16.8315,55.62,94,75,5.75,NO,2022-07-21 02:41:09
553,Kushmurun,52.4503,64.6311,67.95,63,71,7.49,KZ,2022-07-21 02:41:10
554,Pershotravneve,51.3929,28.8684,53.15,88,2,8.21,UA,2022-07-21 02:41:10
555,Neyshabur,36.2133,58.7958,79.95,18,0,1.9,IR,2022-07-21 02:41:10
556,Venice,27.0998,-82.4543,86.02,78,0,5.75,US,2022-07-21 02:41:11
557,Dongning,44.0622,131.1207,77.16,81,98,4.5,CN,2022-07-21 02:41:11
558,Aykhal,66.0,111.5,53.08,73,100,9.66,RU,2022-07-21 02:41:12
559,Ekuvukeni,-28.4675,30.1551,47.32,91,13,2.48,ZA,2022-07-21 02:41:12
560,Tocopilla,-22.092,-70.1979,59.43,79,73,1.77,CL,2022-07-21 02:41:13
561,New Castle,41.0037,-80.347,83.48,80,75,6.91,US,2022-07-21 02:40:44
562,Drayton Valley,53.2168,-114.9854,62.38,83,8,3.69,CA,2022-07-21 02:41:13
563,Coimbra,40.2056,-8.4195,58.75,91,0,1.12,PT,2022-07-21 02:40:31
564,Turtas,58.9417,69.1325,59.77,97,100,4.14,RU,2022-07-21 02:42:14
565,Hojai,26.0,92.8667,83.28,80,100,2.15,IN,2022-07-21 02:39:18
566,Keflavik,64.0049,-22.5624,49.91,93,75,6.91,IS,2022-07-21 02:42:15
567,Pekan,3.4836,103.3996,84.31,64,92,4.81,MY,2022-07-21 02:42:15
568,Karratha,-20.7377,116.8463,77.16,35,5,2.1,AU,2022-07-21 02:38:10
569,Phalodi,27.1333,72.3667,85.66,70,17,20.89,IN,2022-07-21 02:42:16
570,Rio Grande,-32.035,-52.0986,59.95,93,29,13.73,BR,2022-07-21 02:42:16
571,Byron Bay,-28.65,153.6167,61.95,74,100,19.46,AU,2022-07-21 02:42:17
572,Ulaanbaatar,47.9077,106.8832,71.73,49,40,4.47,MN,2022-07-21 02:42:17
573,Singaraja,-8.112,115.0882,83.39,62,64,2.08,ID,2022-07-21 02:42:17
