City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Geraldton,AU,-28.7667,114.6,50.41,87,81,4.61,broken clouds
348,Kinna,SE,57.5073,12.6946,60.44,99,95,4.09,overcast clouds
349,Golden,US,39.7555,-105.2211,83.25,55,97,4.0,overcast clouds
350,Jiangyou,CN,31.7667,104.7167,69.67,88,2,2.57,clear sky
351,Komsomolskiy,UZ,40.4272,71.7189,84.92,28,2,11.5,clear sky
352,Danville,US,36.586,-79.395,96.03,49,5,1.01,clear sky
353,Freeport,US,40.6576,-73.5832,92.17,54,0,11.5,clear sky
354,Gamba,GA,-2.65,10.0,68.18,91,90,3.0,overcast clouds
355,Havelock,US,34.8791,-76.9013,83.97,80,80,5.01,broken clouds
356,Walvis Bay,NA,-22.9575,14.5053,54.09,84,0,7.9,clear sky
357,Asosa,ET,10.0667,34.5333,60.89,97,100,1.36,moderate rain
358,Rapid Valley,US,44.0625,-103.1463,90.77,26,0,11.01,clear sky
359,Kruisfontein,ZA,-34.0033,24.7314,50.88,83,52,17.38,light rain
360,Auburn,US,47.3073,-122.2284,77.83,59,75,6.91,broken clouds
361,Pimentel,PE,-6.8367,-79.9342,66.49,72,0,18.41,clear sky
362,Roma,US,43.2128,-75.4557,88.83,69,59,1.14,broken clouds
363,Pangody,RU,65.85,74.4859,49.06,95,94,10.78,overcast clouds
364,Pacific Grove,US,36.6177,-121.9166,75.54,83,12,5.01,few clouds
365,Zarubino,RU,42.63,131.0922,64.33,97,100,10.07,overcast clouds
366,Westport,US,41.1415,-73.3579,87.87,45,21,8.01,few clouds
367,Picota,PE,-6.9197,-76.3304,81.12,71,39,1.95,scattered clouds
368,Rocky Mountain House,CA,52.3668,-114.9188,70.97,70,21,7.56,few clouds
369,Khatanga,RU,71.9667,102.5,56.55,76,13,12.95,few clouds
370,Columbus,US,39.9612,-82.9988,86.38,67,0,10.36,clear sky
371,Camopi,GF,3.1655,-52.3158,72.82,97,98,2.55,overcast clouds
372,Kaeo,NZ,-35.1,173.7833,58.32,91,100,19.19,light rain
373,Lithakia,GR,37.7167,20.8333,72.77,71,0,1.52,clear sky
374,Koungou,YT,-12.7336,45.2042,74.84,70,42,5.88,scattered clouds
375,Elko,US,41.0002,-115.5012,95.74,8,3,18.01,clear sky
376,Avera,US,33.194,-82.5271,92.71,46,55,7.99,broken clouds
377,Verkhnevilyuysk,RU,63.4453,120.3167,68.97,69,7,7.09,clear sky
378,Vagay,RU,57.9375,69.0217,47.66,86,28,4.59,scattered clouds
379,Kambove,CD,-10.8764,26.5969,58.33,50,13,4.32,few clouds
380,Fairbanks,US,64.8378,-147.7164,66.09,48,47,3.0,scattered clouds
381,Mariana,BR,-20.3778,-43.4161,62.4,66,3,1.86,clear sky
382,Lewisporte,CA,49.2499,-55.0482,79.56,87,3,1.95,clear sky
383,Xichang,CN,27.8964,102.2634,63.52,96,98,0.92,overcast clouds
384,Dzhebariki-Khaya,RU,62.2167,135.8,70.48,80,36,4.07,scattered clouds
385,Makakilo City,US,21.3469,-158.0858,82.69,64,2,16.02,clear sky
386,Juegang,CN,32.3174,121.1855,75.15,89,18,7.29,few clouds
387,Stephenville,US,32.2207,-98.2023,100.81,24,40,12.66,scattered clouds
388,Arman,RU,59.7,150.1667,55.02,75,100,6.55,overcast clouds
389,Tezu,IN,27.9167,96.1667,77.27,79,99,1.68,overcast clouds
390,San Pedro,PH,14.35,121.0167,82.31,88,100,2.64,overcast clouds
391,Abong Mbang,CM,3.9833,13.1833,67.28,99,82,2.64,broken clouds
392,Mont-De-Marsan,FR,44.0,-0.6667,67.48,76,0,3.85,clear sky
393,Pangnirtung,CA,66.1451,-65.7125,53.44,60,13,3.49,few clouds
394,Port Hardy,CA,50.6996,-127.4199,64.58,72,40,13.8,scattered clouds
395,Aripuana,BR,-9.1667,-60.6333,79.48,40,7,1.97,clear sky
396,Usta Muhammad,PK,28.1794,68.0445,84.34,74,100,6.02,overcast clouds
397,Pilar,BR,-9.5972,-35.9567,75.13,94,68,5.3,broken clouds
398,Bassano,CA,50.7834,-112.4685,73.63,39,13,5.84,few clouds
399,Nakapiripirit,UG,1.9167,34.7833,67.44,72,86,2.17,light rain
400,Labuhan,ID,-6.8844,112.2051,74.61,85,88,8.28,overcast clouds
401,Vila Franca Do Campo,PT,37.7167,-25.4333,70.61,87,95,3.49,overcast clouds
402,Birjand,IR,32.8663,59.2211,74.53,44,0,9.6,clear sky
403,Williamsport,US,41.2412,-77.0011,91.81,51,45,2.51,scattered clouds
404,Muros,ES,42.7762,-9.0603,68.68,73,1,6.35,clear sky
405,Shamgarh,IN,24.1833,75.6333,75.38,94,100,12.84,overcast clouds
406,Yelnya,RU,54.5786,33.1837,60.08,92,3,5.61,clear sky
407,Atar,MR,20.5169,-13.0499,79.99,79,100,15.55,heavy intensity rain
408,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.69,33,10,2.51,clear sky
409,Comodoro Rivadavia,AR,-45.8667,-67.5,33.66,100,100,2.3,overcast clouds
410,Gelemso,ET,8.8167,40.5167,60.64,74,56,6.62,light rain
411,Katobu,ID,-4.9408,122.5276,73.06,83,34,4.61,scattered clouds
412,Ledyard,US,41.4398,-72.0142,89.28,60,0,9.22,clear sky
413,Galveston,US,29.3669,-94.9669,93.18,66,90,5.01,overcast clouds
414,Zalari,RU,53.5584,102.5065,56.25,93,48,7.43,scattered clouds
415,Mikhaylovka,RU,50.06,43.2379,60.8,92,58,5.68,broken clouds
416,Janauba,BR,-15.8025,-43.3089,72.37,31,0,8.86,clear sky
417,Pamyat Parizhskoy Kommuny,RU,56.1048,44.4952,64.35,81,42,3.33,scattered clouds
418,Uvalde,US,29.3669,-99.767,100.31,29,40,11.5,haze
419,Kavieng,PG,-2.5744,150.7967,83.88,70,14,9.64,few clouds
420,Rongcheng,CN,30.634,117.8517,78.04,87,17,0.51,few clouds
421,Berlevag,NO,70.8578,29.0864,51.6,87,100,16.11,overcast clouds
422,Maine-Soroa,NE,13.2114,12.0241,84.56,52,49,5.01,scattered clouds
423,Nyurba,RU,63.2842,118.3319,69.28,70,8,8.99,clear sky
424,Bahia Blanca,AR,-38.7196,-62.2724,54.14,65,100,3.6,overcast clouds
425,Lavrentiya,RU,65.5833,-171.0,42.57,89,100,11.61,overcast clouds
426,Maragogi,BR,-9.0122,-35.2225,75.11,83,28,12.44,scattered clouds
427,Tiznit,MA,29.5833,-9.5,88.59,24,92,1.05,overcast clouds
428,Mont-Dore,NC,-22.2833,166.5833,74.12,90,93,6.04,overcast clouds
429,Kenai,US,60.5544,-151.2583,64.02,62,90,9.17,overcast clouds
430,Gerash,IR,27.6652,54.1371,88.9,42,71,4.05,broken clouds
431,Beeville,US,28.4008,-97.7483,93.61,46,40,19.57,scattered clouds
432,Hasaki,JP,35.7333,140.8333,81.28,81,99,11.41,overcast clouds
433,Iqaluit,CA,63.7506,-68.5145,47.93,87,100,3.44,overcast clouds
434,Chumphon,TH,10.3333,98.8333,70.47,98,100,0.78,overcast clouds
435,Jingdezhen,CN,29.2947,117.2079,79.56,90,15,1.01,few clouds
436,Verkh-Usugli,RU,52.7,115.1667,61.36,97,100,4.21,light rain
437,Pelym,RU,61.0108,61.9978,50.92,97,29,4.99,scattered clouds
438,Winslow,US,35.0242,-110.6974,82.58,39,75,26.46,broken clouds
439,Vostok,RU,46.4856,135.8833,62.76,92,100,0.74,overcast clouds
440,Paamiut,GL,61.994,-49.6678,43.43,91,12,4.09,few clouds
441,Vestmanna,FO,62.1564,-7.1664,49.12,76,75,9.22,broken clouds
442,Gari,RU,59.4307,62.3497,58.17,66,92,4.16,overcast clouds
443,Umm Lajj,SA,25.0213,37.2685,86.4,52,100,9.35,overcast clouds
444,Boshnyakovo,RU,49.6333,142.1667,60.33,96,100,2.46,overcast clouds
445,Yerbogachen,RU,61.2767,108.0108,67.93,89,63,7.67,broken clouds
446,Jacala,MX,21.0167,-99.1833,72.97,52,41,8.34,scattered clouds
447,Boende,CD,-0.2167,20.8667,71.94,87,32,1.72,scattered clouds
448,Sahuaripa,MX,29.05,-109.2333,91.27,53,37,6.33,scattered clouds
449,Marsabit,KE,2.3284,37.9899,62.11,64,48,22.95,scattered clouds
450,Nalut,LY,30.3333,10.85,81.7,24,0,12.71,clear sky
451,Bambous Virieux,MU,-20.3428,57.7575,69.22,74,58,14.92,light rain
452,Benghazi,LY,32.1167,20.0667,80.55,67,0,18.84,clear sky
453,Verkhnyaya Inta,RU,65.9811,60.3094,51.84,82,100,14.7,overcast clouds
454,Sambava,MG,-14.2667,50.1667,67.12,83,53,9.73,light rain
455,Malakal,SS,9.5334,31.6605,73.96,91,100,4.16,light rain
456,Coquimbo,CL,-29.9533,-71.3436,55.63,88,25,3.65,scattered clouds
457,Bonnyville,CA,54.2668,-110.735,66.56,55,47,4.72,scattered clouds
458,Pringsewu,ID,-5.3582,104.9744,71.91,98,59,0.4,broken clouds
459,Egvekinot,RU,66.3167,-179.1667,41.94,68,100,6.4,overcast clouds
460,Semey,KZ,50.4111,80.2275,62.82,55,0,4.47,clear sky
461,Caldas Novas,BR,-17.7417,-48.625,69.66,38,0,5.37,clear sky
462,Northam,GB,51.0333,-4.2167,64.38,93,99,17.65,overcast clouds
463,Baykit,RU,61.67,96.37,59.88,98,99,4.32,overcast clouds
464,Saquarema,BR,-22.92,-42.5103,70.23,88,16,14.27,few clouds
465,Langxiang,CN,46.95,128.8833,64.76,87,100,3.38,overcast clouds
466,Pozo Colorado,PY,-23.4923,-58.7972,78.66,34,38,6.24,scattered clouds
467,Solhan,TR,38.9634,41.0293,59.97,50,0,7.25,clear sky
468,Teya,RU,60.3778,92.6267,50.0,86,62,4.56,broken clouds
469,Portland,US,45.5234,-122.6762,84.45,50,0,8.05,clear sky
470,Eyl,SO,7.9803,49.8164,76.69,76,89,24.72,overcast clouds
471,Siyabuswa,ZA,-25.1132,29.0445,59.63,54,61,4.47,broken clouds
472,High Level,CA,58.5169,-117.136,79.41,30,97,6.46,overcast clouds
473,Dzaoudzi,YT,-12.7887,45.2699,75.06,70,41,6.02,scattered clouds
474,Svetlyy,RU,54.675,20.1347,63.97,81,63,11.14,broken clouds
475,Henties Bay,NA,-22.116,14.2845,55.63,88,0,6.08,clear sky
476,Odaile,RO,45.3833,26.55,69.58,50,17,2.48,few clouds
477,Bhaderwah,IN,32.9784,75.7186,68.61,95,99,1.12,overcast clouds
478,Sorong,ID,-0.8833,131.25,77.5,91,99,10.56,overcast clouds
479,Goure,NE,13.9835,10.2704,82.02,51,88,8.21,overcast clouds
480,Plettenberg Bay,ZA,-34.0527,23.3716,52.9,76,83,10.2,light rain
481,Luau,AO,-10.7073,22.2247,67.78,32,76,4.12,broken clouds
482,Sibolga,ID,1.7427,98.7792,74.79,90,96,3.89,overcast clouds
483,Mulege,MX,26.8833,-111.9833,93.65,51,88,12.66,overcast clouds
484,Sept-Iles,CA,50.2001,-66.3821,61.48,94,49,0.69,scattered clouds
485,Tottori,JP,35.5,134.2333,76.55,76,96,2.15,overcast clouds
486,Guider,CM,9.9342,13.9486,71.64,90,86,3.56,overcast clouds
487,Fort Wellington,GY,6.4,-57.6,77.77,87,83,8.86,broken clouds
488,Bloomfield,US,40.8068,-74.1854,96.33,45,0,9.22,clear sky
489,Mahina,PF,-17.5065,-149.489,83.97,70,20,11.5,light rain
490,Ostersund,SE,63.1792,14.6357,49.78,71,88,1.3,overcast clouds
491,Sandata,RU,46.2708,41.7583,62.13,76,70,9.4,broken clouds
492,Fram,PY,-26.9833,-55.8833,68.94,72,97,5.32,overcast clouds
493,Itarema,BR,-2.9248,-39.9167,79.32,75,51,14.63,broken clouds
494,Pisco,PE,-13.7,-76.2167,60.39,85,72,2.13,broken clouds
495,Calawag,PH,10.6697,119.5707,79.2,88,98,1.14,moderate rain
496,Dong Hoi,VN,17.4833,106.6,78.82,86,1,2.42,clear sky
497,Coahuayana,MX,18.7333,-103.6833,87.08,64,99,5.79,overcast clouds
498,Inhambane,MZ,-23.865,35.3833,64.85,82,0,7.63,clear sky
499,Arenal,CO,8.4593,-73.9433,78.24,93,42,4.03,scattered clouds
500,Port-Gentil,GA,-0.7193,8.7815,75.16,78,100,5.75,overcast clouds
501,Muli,MV,2.9167,73.5667,82.83,73,100,14.43,overcast clouds
502,Bosaso,SO,11.2842,49.1816,92.39,38,95,24.16,overcast clouds
503,Bathsheba,BB,13.2167,-59.5167,80.71,72,6,13.04,clear sky
504,Los Llanos De Aridane,ES,28.6585,-17.9182,71.56,82,17,2.46,few clouds
505,Verkhnetulomskiy,RU,68.6073,31.7962,47.73,95,22,4.23,few clouds
506,Innisfail,AU,-17.5333,146.0333,66.29,77,98,4.88,overcast clouds
507,Erzincan,TR,39.75,39.5,61.9,48,0,19.57,clear sky
508,Lufkin,US,31.3382,-94.7291,92.23,42,80,11.56,broken clouds
509,Corn Island,NI,12.1694,-83.0418,81.72,79,96,18.3,overcast clouds
510,Matara,LK,5.9485,80.5353,78.15,86,96,13.06,overcast clouds
511,Kushmurun,KZ,52.4503,64.6311,64.26,73,11,4.43,few clouds
512,Nyaunglebin,MM,17.95,96.7333,74.71,91,95,1.16,overcast clouds
513,Nhulunbuy,AU,-12.2333,136.7667,72.21,83,40,3.44,scattered clouds
514,Glasgow,GB,55.8652,-4.2576,64.81,89,100,11.01,moderate rain
515,Iquitos,PE,-3.7481,-73.2472,75.22,83,69,2.01,broken clouds
516,Prince Rupert,CA,54.3161,-130.3201,62.04,74,100,5.41,overcast clouds
517,Macon,US,39.8667,-88.9668,89.87,78,0,13.8,clear sky
518,Granada,ES,37.25,-3.25,74.68,29,0,5.86,clear sky
519,Kamaishi,JP,39.2667,141.8833,73.89,83,80,1.14,broken clouds
520,Lethem,GY,3.3803,-59.7968,77.04,84,84,3.65,broken clouds
521,Margate,GB,51.3813,1.3862,63.45,83,98,16.46,overcast clouds
522,Ordynskoye,RU,54.3656,81.8994,54.68,97,89,7.74,overcast clouds
523,Dongsheng,CN,39.8161,109.9776,68.09,56,1,14.9,clear sky
524,Guozhen,CN,34.3659,107.359,71.2,72,0,1.48,clear sky
525,Marrakesh,MA,31.6315,-8.0083,96.87,21,40,9.22,scattered clouds
526,Lexington Park,US,38.2668,-76.4538,91.45,68,0,6.91,clear sky
527,Yaan,NG,7.3833,8.5667,69.49,99,100,3.98,overcast clouds
528,Senador Jose Porfirio,BR,-2.5908,-51.9542,80.02,67,82,3.04,broken clouds
529,Zarasai,LT,55.7333,26.25,59.67,92,98,3.33,overcast clouds
530,Tanta,EG,30.7885,31.0019,70.61,93,0,5.93,clear sky
531,Pontarlier,FR,46.8333,6.25,66.02,89,34,1.97,scattered clouds
532,Lichinga,MZ,-13.3128,35.2406,53.69,87,0,6.91,clear sky
533,Hailey,US,43.5196,-114.3153,92.88,15,0,15.99,clear sky
534,Coihueco,CL,-36.6167,-71.8333,51.85,92,100,4.18,moderate rain
535,Beloha,MG,-25.1667,45.05,65.66,73,11,4.54,few clouds
536,Paka,MY,4.6374,103.4368,76.77,91,99,4.36,overcast clouds
537,Vytegra,RU,61.0064,36.4481,62.24,95,50,6.42,light rain
538,Rohnert Park,US,38.3396,-122.7011,95.68,41,0,13.0,clear sky
539,Nizhniy Kuranakh,RU,58.8353,125.4869,76.33,66,84,1.48,broken clouds
540,Shakiso,ET,5.75,38.9167,56.03,86,84,2.28,broken clouds
541,Kiruna,SE,67.8557,20.2251,42.12,82,22,3.76,few clouds
542,Ampanihy,MG,-24.7,44.75,63.77,67,4,4.32,clear sky
543,Hauterive,FR,46.0901,3.4459,63.36,73,37,1.68,scattered clouds
544,Marathon,US,44.9,-89.7668,72.64,88,100,6.91,overcast clouds
545,Grindavik,IS,63.8424,-22.4338,49.95,93,100,8.05,overcast clouds
546,Emerald,AU,-23.5333,148.1667,60.35,74,0,3.4,clear sky
547,Adrar,MR,20.5022,-10.0711,94.96,28,93,10.96,overcast clouds
548,Staryy Nadym,RU,65.6118,72.6842,49.64,87,100,18.01,overcast clouds
549,Saint-Alexandre,FR,44.2278,4.6214,81.59,47,3,11.27,clear sky
550,Hondo,JP,32.45,130.2,78.71,76,81,5.37,broken clouds
551,Namwala,ZM,-15.7504,26.4384,58.93,56,27,4.03,scattered clouds
552,Narrabri,AU,-30.3167,149.7833,51.53,76,74,1.99,broken clouds
553,Chicama,PE,-7.8447,-79.1469,64.63,80,42,8.3,scattered clouds
554,Mount Gambier,AU,-37.8333,140.7667,49.91,100,100,11.5,overcast clouds
555,Srivardhan,IN,18.0333,73.0167,78.24,86,100,7.11,overcast clouds
556,Morrope,PE,-6.5417,-80.0111,64.51,77,33,14.5,scattered clouds
557,Taylorville,US,39.5489,-89.2945,91.29,66,0,6.91,clear sky
558,Kidal,ML,18.4411,1.4078,91.67,29,72,3.24,light rain
559,Sakaiminato,JP,35.55,133.2333,75.72,76,100,4.81,overcast clouds
560,Tessalit,ML,20.1986,1.0114,94.6,21,78,14.38,broken clouds
561,Kyzyl-Suu,KG,42.3414,78.0056,65.95,41,0,2.8,clear sky
562,Nenjiang,CN,49.1833,125.2167,66.76,85,94,5.59,overcast clouds
563,Bad Wildbad,DE,48.75,8.55,70.45,68,77,1.34,broken clouds
564,Namibe,AO,-15.1961,12.1522,63.21,90,36,1.14,scattered clouds
565,Tyukalinsk,RU,55.8732,72.1967,52.54,92,100,7.58,light rain
566,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,70,75,17.27,broken clouds
567,Dire,ML,12.2833,-10.9667,73.81,96,96,1.66,moderate rain
568,Ulladulla,AU,-35.35,150.4667,54.25,81,22,2.68,few clouds
569,Barinas,VE,8.6226,-70.2075,77.56,84,57,2.84,broken clouds
570,Tabou,CI,4.423,-7.3528,74.79,75,70,7.78,broken clouds
571,Nogent-Sur-Oise,FR,49.2716,2.4707,70.21,71,91,3.18,overcast clouds
572,Tortoli,IT,39.9256,9.6572,81.14,52,0,3.83,clear sky
573,Chamba,IN,32.5667,76.1333,75.29,88,95,2.21,overcast clouds
574,Guerrero Negro,MX,27.9769,-114.0611,74.1,62,26,17.11,scattered clouds
575,Highlands Ranch,US,39.5539,-104.9694,84.34,41,83,8.99,broken clouds
576,Barra Patuca,HN,15.8,-84.2833,80.26,87,100,8.39,overcast clouds
577,Jieshi,CN,22.8134,115.8257,84.7,81,12,8.37,few clouds
578,Fornosovo,RU,59.5689,30.5544,65.86,98,57,4.74,broken clouds
579,Kindu,CD,-2.95,25.95,73.18,84,79,2.68,light rain
580,Janakpur,NP,26.7183,85.9065,80.01,86,100,13.0,overcast clouds
581,Bilibino,RU,68.0546,166.4372,57.56,42,98,1.59,overcast clouds
582,Tual,ID,-5.6667,132.75,79.02,81,79,12.5,broken clouds
583,Jacareacanga,BR,-6.2222,-57.7528,79.38,42,47,1.97,scattered clouds
584,Kungurtug,RU,50.5994,97.5228,46.8,87,6,0.85,clear sky
585,Mayumba,GA,-3.432,10.6554,68.58,90,89,3.06,overcast clouds
586,Huaidian,CN,33.4333,115.0333,74.48,82,0,4.85,clear sky
587,Portree,GB,57.4129,-6.1942,60.53,96,100,4.16,light rain
588,Tulun,RU,54.5611,100.5792,56.1,90,75,4.38,broken clouds
589,Ulkan,RU,57.243,107.3223,61.41,94,95,1.97,overcast clouds
590,Cockburn Town,TC,21.4612,-71.1419,82.36,65,40,18.41,scattered clouds
591,Tazovskiy,RU,67.4667,78.7,55.17,94,26,5.68,scattered clouds
592,Karpogory,RU,64.0019,44.4451,60.15,99,100,3.62,overcast clouds
593,Wajima,JP,37.4,136.9,74.43,79,90,2.53,overcast clouds
594,Enshi,CN,30.3,109.4833,72.88,87,34,0.87,scattered clouds
595,Vierzon,FR,47.2101,2.0625,64.99,52,85,0.98,overcast clouds
596,Wiener Neustadt,AT,47.8,16.25,77.81,87,100,8.01,heavy intensity rain
597,Mercedes,AR,-34.6515,-59.4307,60.53,96,48,8.08,scattered clouds
598,Kintinku,TZ,-5.8833,35.2333,65.21,61,5,3.91,clear sky
599,Banda Aceh,ID,5.5577,95.3222,78.13,81,100,3.53,light rain
600,Pacifica,US,37.6138,-122.4869,84.22,81,20,20.71,few clouds
601,Karlshamn,SE,56.1706,14.8619,58.89,95,96,10.33,overcast clouds
602,Vaureal,FR,49.0333,2.0333,70.11,86,0,5.75,clear sky
603,Prejmer,RO,45.7167,25.7667,66.25,100,39,2.75,scattered clouds
604,La Brea,HN,15.8,-85.9667,81.91,89,75,4.61,broken clouds
605,Beira,MZ,-19.8436,34.8389,62.69,100,20,5.75,few clouds
606,Caloundra,AU,-26.8,153.1333,62.89,81,38,3.0,scattered clouds
607,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,67.17,65,60,8.97,broken clouds
608,Nazca,PE,-14.8333,-74.95,68.04,53,43,2.04,scattered clouds
609,Pinhao,BR,-25.6956,-51.6597,57.25,79,95,2.84,overcast clouds
610,Husavik,IS,66.0449,-17.3389,47.53,88,100,2.62,overcast clouds
611,Ust-Nera,RU,64.5667,143.2,66.9,74,97,8.3,overcast clouds
612,Berbera,SO,10.4396,45.0143,91.81,35,55,27.72,broken clouds
613,Eydhafushi,MV,5.1033,73.0708,81.84,76,87,14.85,overcast clouds
614,Mabaruma,GY,8.2,-59.7833,74.64,92,14,3.0,few clouds
615,Murray Bridge,AU,-35.1167,139.2667,50.7,74,0,8.03,clear sky
616,Pochutla,MX,15.7432,-96.4661,85.82,68,100,0.38,overcast clouds
617,Nuuk,GL,64.1835,-51.7216,48.72,74,54,12.01,broken clouds
618,Kawalu,ID,-7.3817,108.2082,71.58,97,98,1.88,overcast clouds
619,Waingapu,ID,-9.6567,120.2641,71.26,71,32,8.5,scattered clouds
620,Ostrovnoy,RU,68.0531,39.5131,49.84,92,98,2.91,overcast clouds
621,Puno,PE,-15.8333,-70.0333,48.09,42,57,5.64,broken clouds
622,Yaring,TH,6.8662,101.3689,76.6,89,86,4.07,overcast clouds
623,Jamame,SO,0.0722,42.7506,74.01,80,23,14.52,few clouds
624,Otofuke,JP,42.9917,143.2003,68.95,90,84,0.85,moderate rain
625,Pitimbu,BR,-7.4706,-34.8086,75.67,85,89,14.76,overcast clouds
626,Flin Flon,CA,54.7682,-101.865,52.39,82,100,4.76,overcast clouds
627,Havre-Saint-Pierre,CA,50.2334,-63.5986,65.1,83,25,4.7,scattered clouds
628,Cap Malheureux,MU,-19.9842,57.6142,69.48,73,22,5.01,few clouds
629,Alanya,TR,36.5438,31.9998,73.53,35,0,8.34,clear sky
630,Lynn Haven,US,30.2455,-85.6483,80.98,73,0,5.75,clear sky
631,Ous,RU,60.9058,61.5186,51.26,97,45,4.81,scattered clouds
632,San Policarpo,PH,12.1791,125.5072,81.77,81,95,0.63,moderate rain
633,Barcelos,PT,41.5388,-8.6151,72.91,86,0,2.15,clear sky
634,Maroua,CM,10.591,14.3159,74.01,81,51,5.08,light rain
635,Gizo,SB,-8.103,156.8419,83.3,72,6,9.66,clear sky
636,Kyren,RU,51.6828,102.1408,57.4,85,100,0.92,overcast clouds
637,Batagay,RU,67.6333,134.6333,59.63,91,100,4.29,overcast clouds
638,Necochea,AR,-38.5473,-58.7368,53.26,88,86,2.89,overcast clouds
639,Cornelio Procopio,BR,-23.1811,-50.6467,64.98,46,15,4.05,few clouds
640,Oksfjord,NO,70.2396,22.3479,52.0,95,100,7.63,overcast clouds
641,Lumphat,KH,13.4878,106.9816,72.46,98,100,2.15,overcast clouds
642,Lyndon,US,38.2567,-85.6016,93.54,58,0,5.75,clear sky
643,Sillod,IN,20.3,75.65,71.71,89,100,12.73,overcast clouds
644,Mokobeng,BW,-22.9965,27.6678,60.15,57,6,3.96,clear sky
645,Aitape,PG,-3.1374,142.3475,80.51,83,16,3.38,few clouds
646,Raudeberg,NO,61.9875,5.1352,56.07,84,100,2.86,overcast clouds
647,Osakarovka,KZ,50.565,72.5692,58.1,71,24,5.82,few clouds
648,Oranjemund,NA,-28.55,16.4333,52.41,77,0,15.97,clear sky
649,Pekan,MY,3.4836,103.3996,76.33,91,82,3.24,broken clouds
650,Urumqi,CN,43.801,87.6005,76.15,34,0,2.24,clear sky
651,Salalah,OM,17.0151,54.0924,77.09,94,75,6.91,broken clouds
652,Planaltina,BR,-15.4528,-47.6142,65.79,46,0,4.79,clear sky
653,Myingyan,MM,21.4667,95.3833,79.83,75,97,8.81,overcast clouds
654,Monsenhor Gil,BR,-5.5642,-42.6078,86.2,33,83,3.94,broken clouds
655,Katesh,TZ,-4.5167,35.3833,51.64,90,2,4.9,clear sky
656,Kunming,CN,25.0389,102.7183,62.17,93,68,2.53,broken clouds
657,Port Shepstone,ZA,-30.7414,30.455,60.46,83,90,26.51,light rain
658,Kudahuvadhoo,MV,2.6708,72.8944,82.54,73,100,11.52,overcast clouds
659,Cantanhede,BR,-3.6333,-44.3767,77.86,65,85,2.39,overcast clouds
660,Wana,PK,32.2989,69.5725,73.18,80,86,2.57,light rain
661,Nivala,FI,63.9167,24.9667,53.69,93,22,4.47,few clouds
662,Acapulco,MX,16.8634,-99.8901,85.82,70,75,10.36,broken clouds
663,Sisimiut,GL,66.9395,-53.6735,45.66,86,100,3.49,overcast clouds
664,Chandbali,IN,20.7833,86.7667,79.84,89,100,7.0,light rain
665,Lagos,NG,6.5833,3.75,74.03,94,100,3.94,moderate rain
666,Nisia Floresta,BR,-6.0911,-35.2086,77.81,88,95,11.27,overcast clouds
667,Pouebo,NC,-20.4,164.5667,76.26,76,30,5.64,scattered clouds
668,Bubaque,GW,11.2833,-15.8333,80.15,80,100,16.28,overcast clouds
669,Puerto Madryn,AR,-42.7692,-65.0385,42.75,95,100,15.03,overcast clouds
670,Porbandar,IN,21.6422,69.6093,81.14,82,100,20.45,overcast clouds
671,Dwarka,IN,22.2394,68.9678,81.79,84,100,22.01,overcast clouds
672,Opuwo,NA,-18.0607,13.84,60.12,38,0,3.2,clear sky
673,Zhoucheng,CN,35.9122,116.3117,74.07,85,0,4.43,clear sky
674,Lavumisa,SZ,-27.31,31.892,64.08,56,21,3.71,few clouds
675,Daru,PG,-9.0763,143.2092,77.92,89,82,14.45,broken clouds
676,Vila,PT,42.0304,-8.1588,65.7,70,0,2.37,clear sky
677,Vega De Alatorre,MX,20.0333,-96.6333,87.28,63,15,17.54,few clouds
678,Zdunska Wola,PL,51.5992,18.9397,69.33,94,53,5.01,broken clouds
679,Takab,IR,36.4009,47.1133,64.0,37,0,4.05,clear sky
680,Karratha,AU,-20.7377,116.8463,60.22,52,0,9.51,clear sky
681,Wajir,KE,1.7471,40.0573,72.59,66,79,18.14,broken clouds
682,Kautokeino,NO,69.0125,23.0412,44.17,84,30,4.38,scattered clouds
683,Yuanping,CN,38.7153,112.7575,67.48,57,1,0.49,clear sky
684,Yeovil,GB,50.9416,-2.6321,61.43,95,90,13.89,overcast clouds
685,Komsomolets,KZ,53.7453,62.0708,64.08,73,67,5.82,broken clouds
686,Codajas,BR,-3.8367,-62.0569,80.74,67,96,0.83,overcast clouds
687,Vila Do Maio,CV,15.1333,-23.2167,78.51,86,79,5.75,light rain
688,Dicabisagan,PH,17.0818,122.4157,81.52,75,79,2.39,broken clouds
689,Sovetskiy,RU,61.3614,63.5842,49.3,70,65,4.25,broken clouds
690,Horsham,GB,51.064,-0.3272,66.02,85,0,8.05,clear sky
691,Oltu,TR,40.5498,42.0013,49.98,91,0,2.59,clear sky
692,Edd,ER,13.9297,41.6925,89.51,62,95,11.39,overcast clouds
693,Micomeseng,GQ,2.1462,10.6164,66.9,97,100,2.59,overcast clouds
694,Wharton,US,29.3116,-96.1027,94.26,53,0,13.8,clear sky
695,Shache,CN,38.4167,77.2406,82.71,13,16,3.24,few clouds
696,Grand Gaube,MU,-20.0064,57.6608,70.54,75,26,20.27,scattered clouds
