City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
509,Corn Island,NI,81.72,overcast clouds,12.1694,-83.0418,Big Fish Guest House
510,Matara,LK,78.15,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
515,Iquitos,PE,75.22,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
517,Macon,US,89.87,clear sky,39.8667,-88.9668,Haworth Cottage
520,Lethem,GY,77.04,broken clouds,3.3803,-59.7968,Savannah Inn
528,Senador Jose Porfirio,BR,80.02,broken clouds,-2.5908,-51.9542,Pousada Novo Horizonte
536,Paka,MY,76.77,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
539,Nizhniy Kuranakh,RU,76.33,broken clouds,58.8353,125.4869,Park Pobedy
549,Saint-Alexandre,FR,81.59,clear sky,44.2278,4.6214,Hôtel Le Valaurie
550,Hondo,JP,78.71,broken clouds,32.45,130.2,ホテル河丁
555,Srivardhan,IN,78.24,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
559,Sakaiminato,JP,75.72,overcast clouds,35.55,133.2333,Italian pasley
569,Barinas,VE,77.56,broken clouds,8.6226,-70.2075,Hotel Mastranto Suite
572,Tortoli,IT,81.14,clear sky,39.9256,9.6572,Hotel La Bitta
573,Chamba,IN,75.29,overcast clouds,32.5667,76.1333,NotOnMap - Rafi's House
575,Highlands Ranch,US,84.34,broken clouds,39.5539,-104.9694,Hilton Garden Inn Denver/Highlands Ranch
576,Barra Patuca,HN,80.26,overcast clouds,15.8,-84.2833,
577,Jieshi,CN,84.7,few clouds,22.8134,115.8257,Yuehai Hotel
580,Janakpur,NP,80.01,overcast clouds,26.7183,85.9065,Hotel Sita Palace
582,Tual,ID,79.02,broken clouds,-5.6667,132.75,Grand Vilia Hotel
583,Jacareacanga,BR,79.38,scattered clouds,-6.2222,-57.7528,Casa do Ian😎
590,Cockburn Town,TC,82.36,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
596,Wiener Neustadt,AT,77.81,heavy intensity rain,47.8,16.25,Hotel Zentral
599,Banda Aceh,ID,78.13,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
600,Pacifica,US,84.22,few clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
604,La Brea,HN,81.91,broken clouds,15.8,-85.9667,Hotel reynita
613,Eydhafushi,MV,81.84,overcast clouds,5.1033,73.0708,Soneva Fushi
616,Pochutla,MX,85.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
622,Yaring,TH,76.6,overcast clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
625,Pitimbu,BR,75.67,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
630,Lynn Haven,US,80.98,clear sky,30.2455,-85.6483,Wingate by Wyndham Panama City Area Lynn Haven
632,San Policarpo,PH,81.77,moderate rain,12.1791,125.5072,Agapita M. Nicart
635,Gizo,SB,83.3,clear sky,-8.103,156.8419,Imagination Island
645,Aitape,PG,80.51,few clouds,-3.1374,142.3475,
649,Pekan,MY,76.33,broken clouds,3.4836,103.3996,Pekan Budget Hotel
650,Urumqi,CN,76.15,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
651,Salalah,OM,77.09,broken clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
653,Myingyan,MM,79.83,overcast clouds,21.4667,95.3833,Yamethin
654,Monsenhor Gil,BR,86.2,broken clouds,-5.5642,-42.6078,Campelo Residence
658,Kudahuvadhoo,MV,82.54,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
659,Cantanhede,BR,77.86,overcast clouds,-3.6333,-44.3767,HOTEL FE EM DEUS
662,Acapulco,MX,85.82,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
664,Chandbali,IN,79.84,light rain,20.7833,86.7667,Sabitri Bhavan
666,Nisia Floresta,BR,77.81,overcast clouds,-6.0911,-35.2086,Rancho Crepusculo
667,Pouebo,NC,76.26,scattered clouds,-20.4,164.5667,RIVÂT LODGE
668,Bubaque,GW,80.15,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
670,Porbandar,IN,81.14,overcast clouds,21.6422,69.6093,Lords Inn Porbandar
671,Dwarka,IN,81.79,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
675,Daru,PG,77.92,broken clouds,-9.0763,143.2092,Daru Lodge
677,Vega De Alatorre,MX,87.28,few clouds,20.0333,-96.6333,Hotel D Luxe
686,Codajas,BR,80.74,overcast clouds,-3.8367,-62.0569,ATLÂNTIC HOTEL
687,Vila Do Maio,CV,78.51,light rain,15.1333,-23.2167,Hotel Marilu
688,Dicabisagan,PH,81.52,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
692,Edd,ER,89.51,overcast clouds,13.9297,41.6925,
695,Shache,CN,82.71,few clouds,38.4167,77.2406,Delong Hotel
699,Sorrento,IT,81.01,scattered clouds,40.626,14.3744,Hilton Sorrento Palace
702,Broome,US,88.0,overcast clouds,42.2506,-75.833,Chenango Valley State Park
703,Guasdualito,VE,77.11,scattered clouds,7.2424,-70.7324,Hotel Cuibas
704,Halifax,CA,79.7,broken clouds,44.6453,-63.5724,Hotel Halifax
705,Balabac,PH,81.57,broken clouds,7.9868,117.0645,Batalla’s Lodging House
706,Nicoya,CR,77.38,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
707,Erenhot,CN,77.77,broken clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
710,Tuburan,PH,80.69,overcast clouds,6.6439,122.2736,GT Site
714,Luancheng,CN,77.74,clear sky,37.8792,114.6517,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
